id,nazwa_firmy,adres,miasto,telefon,email,strona_www,branza,ocena,liczba_opinii,godziny_otwarcia,zrodlo,data_znalezienia,data_wyslania,kanal_wyslania,link_preview,status,data_odpowiedzi,notatki
3381f7e4,Ramen Shop Kraków,"Mogilska 65, Kraków",Kraków,+48 789 420 680,,https://www.ramenshop.pl/krakow,restauracja,,,Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 12:00-21:00,osm,2026-03-30,,,,new,,
c22746b0,Ptaszyl,"Szeroka 10, Kraków",Kraków,+48 664626663,,,restauracja,,,,osm,2026-03-30,,,,new,,
a95747db,Rucola,"Pędzichów 2, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
28282dd6,Pod Nosem,"Kanonicza 22, Kraków",Kraków,+48 663 644 691,,http://kanonicza22.pl,restauracja,,,Mo-Su 12:00-22:00,osm,2026-03-30,,,,new,,
51033c11,Le Scandale,"Plac Nowy 9, 31-056, Kraków",Kraków,+48 519 157 859,,https://www.scandalegarden.pl/,restauracja,,,"Mo-Fr 13:00-24:00+, Sa,Su 09:00-24:00+",osm,2026-03-30,,,,new,,
d460a192,Green Pepper,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
15380714,Gorąco Polecam Nowakowski,Kraków,Kraków,,,,restauracja,,,Mo-Fr 07:00-19:00,osm,2026-03-30,,,,new,,
c6e7d229,Pierwsze piętro,Kraków,Kraków,,,,restauracja,,,"Tu-Th 08:00-20:00; Fr,Sa 08:00-21:00; Su 08:00-18:00; Mo off",osm,2026-03-30,,,,new,,
fa1563ad,Do syta,Kraków,Kraków,,,,restauracja,,,Mo-Su 11:30-18:30,osm,2026-03-30,,,,new,,
ecaed1ac,Czerwone Korale,"Mikołajska 14, 31-027, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
3fc06b38,Oriental Spoon,"Ignacego Jana Paderewskiego 4, 31-157, Kraków",Kraków,,,,restauracja,,,Mo-Su 11:00-20:00,osm,2026-03-30,,,,new,,
453885a7,Bianca,Kraków,Kraków,,,https://biancaristorante.pl/,restauracja,,,Mo-Su 12:00-23:00,osm,2026-03-30,,,,new,,
52ca497d,Mehocafe,"Krupnicza, 31-123, Kraków",Kraków,,,https://www.facebook.com/MehoCafe/,restauracja,,,10:00-22:00,osm,2026-03-30,,,,new,,
d7d14d44,Franca,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
0533e2f7,Sheep & Dragon,"Floriana Straszewskiego 2, Kraków",Kraków,,,https://sheepanddragon.eatbu.com,restauracja,,,Mo-Su 09:00-17:00,osm,2026-03-30,,,,new,,
b9cd9083,Aldente Bistro,Kraków,Kraków,+48126555595,,,restauracja,,,,osm,2026-03-30,,,,new,,
2e862e0b,Bobby Burgers,Kraków,Kraków,,,,restauracja,,,"Mo-Th 10:00-22:30, Th-Sa 10:00-23:00",osm,2026-03-30,,,,new,,
8c3ad240,Domingo,"Plac Dominikański 4, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
ce25915d,77 Sushi,"Poselska 18, Kraków",Kraków,,,https://www.77sushi.com/,restauracja,,,"Mo-Su,PH 12:00-23:00",osm,2026-03-30,,,,new,,
c7990979,Czarna kaczka,"Poselska 22, 31-002, Kraków",Kraków,+48 500 195 149,,https://czarnakaczka.pl/,restauracja,,,"Mo-Su 13:00-22:00; Fr,Sa 13:00-23:00",osm,2026-03-30,,,,new,,
8b3b15f0,Mavericks,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
c6e26753,Balaton,Kraków,Kraków,,,http://balaton.krakow.pl,restauracja,,,Mo-Su 12:00-22:00,osm,2026-03-30,,,,new,,
917e00ca,CapriNew,"Fryderyka Chopina 33, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
7f743d3b,Spaghetteria,"Prądnicka 20A, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
fc0acf61,Awokado,"Prądnicka 12, Kraków",Kraków,,,,restauracja,,,Mo-Fr 08:00-17:00,osm,2026-03-30,,,,new,,
8a8240b6,Wyspa Tyniecka,"Tyniecka 180, Kraków",Kraków,+48 519 801 206,,,restauracja,,,,osm,2026-03-30,,,,new,,
352a8283,Virtuoso,"Rynek Główny 44A, 31-017, Kraków",Kraków,,,http://www.rynek44.pl/virtuoso.html,restauracja,,,,osm,2026-03-30,,,,new,,
661d3186,Mexicana,"Dębowa 6, 32-020, Wieliczka",Kraków,,,,restauracja,,,Mo-Su 12:00-22:00,osm,2026-03-30,,,,new,,
1acd80c0,Praska,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
1da35c2d,Zajazd Wielicki,"Łąkowa 31, 32-020, Wieliczka",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
69bcf3e9,Pizza1,Kraków,Kraków,,,http://www.pizzajeden.pl,restauracja,,,Tu-Su 11:00-23:00,osm,2026-03-30,,,,new,,
337539bf,Manzana,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
750bcd2b,Pizza Loft,"Stradomska 23, 33-332, Kraków",Kraków,+48515758455,,,restauracja,,,Mo-Su 13:00-22:00,osm,2026-03-30,,,,new,,
d2892f53,Słowiańska Uczta,"Krakowska 44, 31-066, Kraków",Kraków,,,https://www.facebook.com/SlowianskaUczta/,restauracja,,,Mo-Fr 10:00-18:00; Sa 10:00-16:00,osm,2026-03-30,,,,new,,
7dab0466,Oriental Express,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
65e35648,Santos,Kraków,Kraków,,,https://www.facebook.com/KawiarniaSantos/?locale=pl_PL,restauracja,,,,osm,2026-03-30,,,,new,,
56068777,Pizzeria 00,"Kalwaryjska 32, Kraków",Kraków,,,https://pizzeria00.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
11d2bcf2,Yamato Sushi,"Poznańska 10, 30-012, Kraków",Kraków,+48883335336,sushi@yamatosushi.pl,https://yamatosushi.pl/,restauracja,,,Mo-Sa 12:00-22:00; Su 12:00-21:00,osm,2026-03-30,,,,new,,
e034c30e,Kiełbasa i sznurek,"Pijarska 5, 31-015, Kraków",Kraków,,,https://kielbasaisznurek.com/,restauracja,,,Mo-Su 10:00-22:00,osm,2026-03-30,,,,new,,
0baa0897,Restauracja Polska,Kraków,Kraków,,,https://www.facebook.com/restauracjapolskakrakow/,restauracja,,,,osm,2026-03-30,,,,new,,
ac09f816,Fiorentina,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
277ac545,Meating Point,Kraków,Kraków,,,,restauracja,,,Mo-Fr 08:00-16:30,osm,2026-03-30,,,,new,,
b65d717f,PePe pizza,Kraków,Kraków,,,http://www.pizzeria-pepe.pl/page/teligi,restauracja,,,Mo-Th 11:00-22:00; Fr-Su 11:00-23:00,osm,2026-03-30,,,,new,,
c1331a68,El Toro,Kraków,Kraków,,,http://www.pizzeriaeltoro.pl/,restauracja,,,"Mo-Th 11:00-23:00; Fr,Sa 11:00-00:00; Su 11:00-22:00",osm,2026-03-30,,,,new,,
0ebf660b,Makarun,Kraków,Kraków,+48 533 328 778,,https://makarun.pl/,restauracja,,,Mo-Fr 07:30-16:30,osm,2026-03-30,,,,new,,
f2e6aa9d,Biały Kruk,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
1f6b6328,Nowa Góra Dół,"Warszawska 29, 32-086, Węgrzce",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
35af3b7e,Nesi's Home Kitchen,Kraków,Kraków,,,,restauracja,,,Tu-Th 13:00-21:30; Fr-Su 13:00-22:00,osm,2026-03-30,,,,new,,
90cc9ce2,Istanbul,"Świętego Tomasza 33, Kraków",Kraków,+48 607 468 486,,,restauracja,,,Mo-Th 11:00-22:00; Fr-Su 11:00-23:00,osm,2026-03-30,,,,new,,
c4d567ab,Dworek Białoprądnicki,"Papiernicza 2, 31-221, Kraków",Kraków,,kontakt@restauracjadworek.com,https://restauracjadworek.com/,restauracja,,,Su-Fr 12:00-21:00; Sa 12:00-22:00,osm,2026-03-30,,,,new,,
7616706f,Bistro Wawelska,"31-618, Kraków",Kraków,+48 12 346 53 53,,http://wawelska.com.pl/,restauracja,,,Tu-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-21:00,osm,2026-03-30,,,,new,,
61c2e6d2,Jazz Pizza,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
84d85080,Bar Na Klinach,"Forteczna 51, Kraków",Kraków,,,,restauracja,,,Mo-Su 10:00-19:00,osm,2026-03-30,,,,new,,
3cef2490,Orzo,Kraków,Kraków,,,https://orzo.pl/,restauracja,,,Mo-Su 09:00-00:00,osm,2026-03-30,,,,new,,
1ee7cf4d,Phuong-Hoang,Kraków,Kraków,+48 12 636 80 55; +48 668 696 666,,,restauracja,,,11:00-19:30,osm,2026-03-30,,,,new,,
f7e0a07b,Kompania Kuflowa,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
4768d35b,Pierogarnia,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
5c6fbf84,Ząbek czosnku,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
03068d60,Za Horyzontem,Kraków,Kraków,+48 12 4122114,admin@barzahoryzontem.pl,http://barzahoryzontem.pl/,restauracja,,,"Mo-Fr 00:00-04:00,12:00-24:00; Sa,Su 00:00-04:00,18:00-24:00",osm,2026-03-30,,,,new,,
31d86fd6,Stołówka,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
6e51a1e6,Tomasza 20 resto bar,"Świętego Tomasza 20, 31-020, Kraków",Kraków,+48 504 266 500,,,restauracja,,,"Mo-Th 12:00-24:00, Fr,Sa 10:00-01:00, Su 10:00-24:00",osm,2026-03-30,,,,new,,
58c8a177,Jadłodajnia Mała Chatka,"Nad Sudołem 6, 31-228, Kraków",Kraków,+48 663 560 412,,,restauracja,,,Mo-Fr 08:00-18:00; Sa 09:00-17:00; Su 10:00-16:00,osm,2026-03-30,,,,new,,
30b06ce2,Mekong,Kraków,Kraków,,,,restauracja,,,Mo-Su 11:00-22:00,osm,2026-03-30,,,,new,,
6b7f9f4f,Mazaya Falafel,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
0f4a34bb,Zalipianki,"Szewska 24, Kraków",Kraków,+48 502 845 579; +48 504 408 053,kontakt@zalipianki.pl,https://zalipianki.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
988d6c43,Il Calzone,"Starowiślna 15a, 30-001, Kraków",Kraków,,,http://ilcalzone.pl,restauracja,,,Su-Mo 12:00-21:00; Tu-Th 12:00-22:00; Fr-Sa 12:00-23:00,osm,2026-03-30,,,,new,,
b609040e,Zielonym do góry,Kraków,Kraków,,,https://www.lwowska1.pl/pl/restauracja-zielonym-do-gory/,restauracja,,,"Su-Th 07:00-22:00; Fr,Sa 07:00-23:00",osm,2026-03-30,,,,new,,
eff89d3e,Chicago Restobar,Kraków,Kraków,,,https://www.facebook.com/chicagorestobarkrk/,restauracja,,,,osm,2026-03-30,,,,new,,
bb110852,Carl & Bart Zabłocie,"Wałowa 15, 30-704, Kraków",Kraków,+48 731 732 096,,,restauracja,,,,osm,2026-03-30,,,,new,,
57e5f889,Restauracja Poziomka,"Krzywda 1, Kraków",Kraków,+48 883 550 290,,https://restauracjadora.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
9279fa9d,Dobra Kasza Nasza,"Rynek Główny 28, Kraków",Kraków,,,,restauracja,,,Su-We 12:00-22:00; Th-Sa 12:00-23:00,osm,2026-03-30,,,,new,,
471618dd,Paul's Place Restauant & Bar,"Gołębia 3, 31-007, Kraków",Kraków,+48 533 692 233,,http://paulsplacekrakow.com/,restauracja,,,Mo-Su 08:00-12:00,osm,2026-03-30,,,,new,,
4e9484a5,Bococa Bistro,"Plac Inwalidów 7, Kraków",Kraków,+48 12 359 61 65,,,restauracja,,,Mo-Sa 08:00-22:00; Su 10:00-22:00,osm,2026-03-30,,,,new,,
b7eee9ca,Tawerna Horn,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
0786b714,WellDone,Kraków,Kraków,+48 607 132 001,,https://www.welldonego.pl/,restauracja,,,Mo 12:00-23:00; Tu-Th 11:00-23:00; Fr 11:00-01:00; Sa 09:00-01:00; Su 09:00-22:00,osm,2026-03-30,,,,new,,
c2b5e25f,Augusta,"Bulwar Kurlandzki, 31-061, Kraków",Kraków,+48 728 529 446,,http://www.restauracjaaugusta.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
e012ed1d,Slay Space,Kraków,Kraków,+46 666 622 337,,https://www.instagram.com/slayspacekrakow/,restauracja,,,,osm,2026-03-30,,,,new,,
0fd652be,Czekaj na mnie pod jabłonią,Kraków,Kraków,+48786934146,,,restauracja,,,,osm,2026-03-30,,,,new,,
cac91a23,Husajn,Kraków,Kraków,,,http://www.pizzeria-husajn.pl/,restauracja,,,"Mo-Fr 11:00-22:00; Sa,Su 12:00-22:00",osm,2026-03-30,,,,new,,
c7034f6f,Yapito Sushi Kliny,Kraków,Kraków,+48 787 466 472,,https://kliny.yapitosushi.pl/,restauracja,,,"Mo-Fr 12:00-20:30; Sa,Su 12:00-21:00",osm,2026-03-30,,,,new,,
4cd68e12,Restauracja Niko,"Jana Pawła II 32, Kraków",Kraków,,,,restauracja,,,"PH,Mo-Su 10:00-21:00",osm,2026-03-30,,,,new,,
78c84563,Hevre,Kraków,Kraków,,,,restauracja,,,Mo-Th 10:00-24:00; Fr-Sa 10:00-01:00; Su 10:00-23:00,osm,2026-03-30,,,,new,,
14923b9e,U Filipa,"Świętego Filipa 25, 31-150, Kraków",Kraków,,,http://ufilipa.com/,restauracja,,,,osm,2026-03-30,,,,new,,
124e1f12,Dong-a,"Miodowa 7, Kraków",Kraków,,,,restauracja,,,Mo-Sa 11:00-22:00; Su 11:00-22:00,osm,2026-03-30,,,,new,,
c047d8ae,Monkey Business,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
45ae2b84,Thai Food,Kraków,Kraków,+48 12 307 07 23,taj@taj.menu,https://taj.menu/,restauracja,,,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-21:00,osm,2026-03-30,,,,new,,
105b79bd,Santa Maria,Kraków,Kraków,,,https://facebook.com/SantaMariaPizzeria/,restauracja,,,Mo-Su 12:00-24:00,osm,2026-03-30,,,,new,,
1371d2a9,Pizza Hut,Kraków,Kraków,,,,restauracja,,,Mo-Th 10:00-22:00; Fr-Su 10:00-23:00,osm,2026-03-30,,,,new,,
5b19f1a9,Ginza Sushi,Kraków,Kraków,+48 519 570 319,ginza.sushi@interia.pl,https://ginza-sushi.pl/,restauracja,,,Mo 12:00-21:30; Tu-Fr 12:00-22:00; Sa 13:00-22:00; Su 13:00-21:30,osm,2026-03-30,,,,new,,
fc327c5a,Bar Mleczny Zdrowie,Kraków,Kraków,,,,restauracja,,,Mo-Fr 10:00-17:00,osm,2026-03-30,,,,new,,
7b813211,Pieprz i Wanilia,"Gołaśka 1A, 30-619, Kraków",Kraków,+48 12 425 59 89,restauracja@pieprzwanilia.com.pl,http://www.pieprzwanilia.com.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
679c65e5,Afrin,"Kobierzyńska 93, 30-382, Kraków",Kraków,,,https://afrin-restauracja.pl/,restauracja,,,"Su,Tu-Th 12:00-20:00; Fr-Sa 12:00-21:00; PH off",osm,2026-03-30,,,,new,,
403e1aac,Novum Bistro,"Lubicz 42, 31-412, Kraków",Kraków,+48 609 205 732,,https://m.facebook.com/novumbistro/,restauracja,,,Mo-Su 09:00-22:00,osm,2026-03-30,,,,new,,
fff7978f,Pierogarnia Pycha Micha,"Bieżanowska 15, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
b318a297,Yana Sushi & Ramen,Kraków,Kraków,,,https://www.yanasushi.eu,restauracja,,,Mo-Su 11:00-22:00,osm,2026-03-30,,,,new,,
3cee119e,Kamienna Bistro,Kraków,Kraków,+48 12 630 17 44,kamienna.bistro@gmail.com,https://facebook.com/kamiennabistro,restauracja,,,,osm,2026-03-30,,,,new,,
7a6e4e1f,Dąbskie Jadło,"Dąbska 18D, 31-572, Kraków",Kraków,+48 739 032 031,rezerwacje@dabskiejadlo.pl,http://www.dabskiejadlo.pl/,restauracja,,,Mo-Su 12:00-21:00,osm,2026-03-30,,,,new,,
c6cfae3d,Haldi,Kraków,Kraków,,,,restauracja,,,Mo-Fr 11:00-17:00,osm,2026-03-30,,,,new,,
5126e75c,Stare Mury,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
28a25b58,A Dong,"Handlowców 13, 32-085, Modlniczka",Kraków,,,,restauracja,,,Mo-Sa 10:00-21:00,osm,2026-03-30,,,,new,,
3db7bb7d,Ogniem i Mieczem,Kraków,Kraków,,,http://www.ogniemimieczem.pl,restauracja,,,,osm,2026-03-30,,,,new,,
333bd58a,Przystanek Korona Resto & Bar,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
efbad9e6,Beztroski Pomidor Włoski,"Dobczycka, Kraków",Kraków,,,https://www.beztroskipomidor.pl/,restauracja,,,Mo-Su 11:00-19:00,osm,2026-03-30,,,,new,,
ed442f3a,Euforia Smaku,Kraków,Kraków,,,,restauracja,,,Mo-Su 12:00-20:00; PH closed,osm,2026-03-30,,,,new,,
241cd91a,Szynk,Kraków,Kraków,+48 694 029 530,pubszynk@wp.pl,http://www.szynk.pl,restauracja,,,,osm,2026-03-30,,,,new,,
9c034a04,Trattoria Cyklop,Kraków,Kraków,,,https://trattoriacyklop.pl/,restauracja,,,"Mo 13:00-22:00; Tu-Th 13:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-23:00",osm,2026-03-30,,,,new,,
6feff0f7,Plac Nowy 1,"Plac Nowy 1, 31-056, Kraków",Kraków,+48 12 442 77 00,,https://placnowy1.pl/restauracja,restauracja,,,"Mo-Th 13:00-24:00, Fr 13:00-02:00, Sa 12:00-02:00, Su 12:00-24:00",osm,2026-03-30,,,,new,,
012381e4,"Pierogarnia ""Po Schodkach""",Kraków,Kraków,,,,restauracja,,,Mo-Th 09:00-17:00; Fr 09:00-18:00,osm,2026-03-30,,,,new,,
2f280ebe,Nowohucka,"31-907, Kraków",Kraków,+48 606 465 916,,https://www.pizzanowohucka.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
654b7ef4,Stodoła,"Za Skłonem 14b, 30-240, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
8f1d3fd4,Trattoria sotto il forte,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
56013344,Quchnia,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
58c798cc,Trattoria Pergamin - Wyki,"Kazimierza Wyki 10A, 31-223, Kraków",Kraków,,,,restauracja,,,Mo-Su 11:00-22:00,osm,2026-03-30,,,,new,,
c2e2ee26,Nakryto,"Beera Meiselsa 14, 31-063, Kraków",Kraków,+48 726727171,,http://nakryto.pl,restauracja,,,Mo-Su 13:00-22:00,osm,2026-03-30,,,,new,,
2c677123,Bistro Bazylia,"Stawowa 68, 31-346, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
11dc41f5,Indus,"Świętego Tomasza 18, Kraków",Kraków,,,https://www.indus.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
1110dbb2,Delhi,Kraków,Kraków,,,https://www.delhicurryhouse.pl,restauracja,,,Mo-Th 11:00-22:00; Fr-Su 11:00-24:00,osm,2026-03-30,,,,new,,
3e4e3eb3,Molam Thai Canteen & Bar,"Rajska 3/4, 31-124, Kraków",Kraków,,,http://molam.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
abcd3afc,Bhajan Cafe,"Stradomska 17, 31-068, Kraków",Kraków,+48795895895,info@bhajancafe.pl,https://www.bhajancafe.pl,restauracja,,,Mo-Su 10:00-22:00,osm,2026-03-30,,,,new,,
6261caa0,Centuś,"Pułkownika Stanisława Dąbka 13, 30-732, Kraków",Kraków,+48 12 653 45 85,,http://www.centus.eu/index.php5?,restauracja,,,Mo-Fr 09:00-16:00,osm,2026-03-30,,,,new,,
0da4db1f,Vizja Food Frycz,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
6a8c5918,Tutti Santi Kraków,Kraków,Kraków,+48 600 171 704,,https://tuttisanti.pl/restauracje/krakow,restauracja,,,Mo-Su 11:30-22:00,osm,2026-03-30,,,,new,,
63470d43,Boscaiola,Kraków,Kraków,,,https://boscaiola.eu/,restauracja,,,Mo-Su 10:00-23:00,osm,2026-03-30,,,,new,,
4a542b79,Nuova,Kraków,Kraków,+48 500 844 811,,https://trattoria-nuova.pl/,restauracja,,,Mo-Su 11:00-22:00,osm,2026-03-30,,,,new,,
080641d7,Trattoria Amici,"Feliksa Konecznego 6/18u, 31-216, Kraków",Kraków,+48883788407,biuro@trattoriaamici.pl,https://www.trattoriaamici.pl,restauracja,,,Mo-Su 12:00-21:00,osm,2026-03-30,,,,new,,
503ed2d6,Pierogarnia Dzień Dobry,"Rynek Górny 1, 32-020, Wieliczka",Kraków,+48 698 343 983,,https://www.facebook.com/pierogisy/,restauracja,,,,osm,2026-03-30,,,,new,,
419d3890,Skarbnica Smaku,Kraków,Kraków,,,,restauracja,,,Mo-Su 11:00-21:00,osm,2026-03-30,,,,new,,
18160914,N' Pizza,"Rajska 3/2, 31-124, Kraków",Kraków,+48 12 262 84 95,,https://npizza.pl/,restauracja,,,"Mo-Th, Su 13:00-22:00; Fr-Sa 13:00-23:00",osm,2026-03-30,,,,new,,
101fd36a,Garden,Kraków,Kraków,+48 12 354 20 20,,https://gardenrestauracja.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
b4c1212d,Yam Yam Thai Food,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
023e3f4b,Golonkarnia,Kraków,Kraków,+48 721 212 219,,http://golonkarnia.pl,restauracja,,,Tu-Sa 11:00-22:00,osm,2026-03-30,,,,new,,
ef40f4a8,Po Krakosku,Kraków,Kraków,,,,restauracja,,,"Mo-Th 11:00-19:00; Fr,Sa 11:00-21:00; Su 11:00-20:00,12:30-17:00",osm,2026-03-30,,,,new,,
47f66da7,Alejos Tapas Grill&Wine,Kraków,Kraków,+48 797 737 371,,,restauracja,,,,osm,2026-03-30,,,,new,,
b87a136a,Keladi,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
cd40358e,Mustachos,"30-701, Kraków",Kraków,,,https://mustachos.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
8af107dd,Restauracja pod smoczą jamą,Kraków,Kraków,,,http://jama.krakow.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
88950d4a,Mezzalians,"Kalwaryjska 66, Kraków",Kraków,,,https://www.mezzalians.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
bd87b970,Bar Thien Puoc,"Kalwaryjska 25, 30-504, Kraków",Kraków,,,https://www.barrongvang.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
f00445e0,Pierwszy Stopień,"Krakowska 17, 31-062, Kraków",Kraków,,,https://pierwszystopien.pl/,restauracja,,,"Mo-Su 12:00-23:00; Fr,Sa 12:00-24:00",osm,2026-03-30,,,,new,,
fd30a5a9,Bottiglieria 1881,"Bocheńska 5, 31-061, Kraków",Kraków,+48 660 661 756,biuro@1881.com.pl,https://1881.com.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
f753fd70,The BlueBerry Resto & Bar,"Bocheńska 2a, 31-061, Kraków",Kraków,+48 690 160 290,,https://www.facebook.com/RestoBarBB/,restauracja,,,Mo-Sa 09:00-20:00; Su 10:00-20:00,osm,2026-03-30,,,,new,,
4587ac0a,Bistro Bazaar,"Plac Nowy 6, 31-058, Kraków",Kraków,+48 797 422 002,kontakt@bazaarbistro.pl;rezerwacje@bazaarbistro.pl,https://bazaarbistro.pl/,restauracja,,,Mo-Th 09:00-22:00; Fr-Sa 09:00-24:00; Su 09:00-22:00,osm,2026-03-30,,,,new,,
08774895,Tajemniczy Ogród,"Plac Nowy 9, 31-056, Kraków",Kraków,,,http://tajemniczy.com.pl/,restauracja,,,Mo-Su 08:00+,osm,2026-03-30,,,,new,,
70e67b5e,Filipa 18,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
5c1a79c1,PizzaPat,"Antoniego Józefa Madalińskiego 15, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
54978279,Pierogarnia Niezły Młyn,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
e589e5eb,Karczma Rzym,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
1bec8f41,Don Roberto,"Szybka 27, 31-831, Kraków",Kraków,+48 539 224 466,pizza@donrobertopizza.pl,https://www.donrobertopizza.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
5d0bda00,Pizzeria Bella Antonina,"Aleja Kasztanowa 1, 30-227, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
dc5fa052,Batory,"Bulwar Czerwieński, 31-101, Kraków",Kraków,+48 664 929 016,,http://stefanbatory.com/,restauracja,,,Mo-Th 11:00-22:00; Fr-Su 11:00-23:00,osm,2026-03-30,,,,new,,
4f00913b,Biała Róża,"Floriana Straszewskiego 16, 31-101, Kraków",Kraków,+48 12 421 51 90,,https://www.restauracjabialaroza.pl/,restauracja,,,Mo-Fr 12:00-22:00; Sa-Su 13:00-22:00,osm,2026-03-30,,,,new,,
af130bbb,Sakana Sushi and Sticks,Kraków,Kraków,,,https://sakana.pl/krakow-al-3-maja/,restauracja,,,Mo-Sa 12:00-23:00; Su 13:00-22:00,osm,2026-03-30,,,,new,,
07647cf5,Noah,Kraków,Kraków,,,,restauracja,,,Mo-Th 16:00-22:00; Fr 14:00-23:00; Sa 13:00-23:00; Su 13:00-21:30,osm,2026-03-30,,,,new,,
352a3f8e,Zielone 13,Kraków,Kraków,,,,restauracja,,,Tu-Su 12:00-22:00,osm,2026-03-30,,,,new,,
d71dc48b,Lam-Hong Nowa,"31-832, Kraków",Kraków,+48 12 647 70 63,,https://www.barlamhong.pl/,restauracja,,,Mo-Fr 10:00-21:00; Sa-Su 11:00-21:00,osm,2026-03-30,,,,new,,
128317ca,Art&Craft Atelier,"Przy Moście 7, 30-508, Kraków",Kraków,+48 12 306 78 69,,https://www.bridgesuites.pl/restauracja/art-and-craft-atelier,restauracja,,,12:00-22:00,osm,2026-03-30,,,,new,,
19b36b8c,Metropolitan,"Rynek Główny 30, Kraków",Kraków,,,,restauracja,,,"Su-Th 08:00-23:00, Fr,Sa 08:00-24:00",osm,2026-03-30,,,,new,,
3276e3bb,Woosabi,Kraków,Kraków,,,https://www.przestrzenpelnaczasu.pl/,restauracja,,,"Su-Th 12:00-24:00, Fr,Sa 12:00-03:00",osm,2026-03-30,,,,new,,
82a87aee,Indus Tandoor,"Starowiślna 36, Kraków",Kraków,,,https://www.industandoor.com.pl,restauracja,,,"Mo-Su 12:00-22:00; Fr,Sa 12:00-23:00",osm,2026-03-30,,,,new,,
cd1eeaa2,Krowa na Szlaku,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
97d20acb,Nostra Napoletana,"Zabłocie 18, 30-701, Kraków",Kraków,+48 664 091 109,,,restauracja,,,"Mo-Fr 12:00-22:00; Sa, Su 11:00-22:00",osm,2026-03-30,,,,new,,
